Order ID,Discount,Profit
CA-2014-167199,0.0,204.1092
CA-2014-162775,0.0,258.696
CA-2016-156503,0.2,33.7212
CA-2017-121258,0.0,15.6332
CA-2015-140557,0.0,167.979
CA-2016-100510,0.0,4.4088
CA-2014-145254,0.2,37.797
CA-2017-125472,0.0,33.8744
CA-2016-116603,0.0,13.788
CA-2016-158778,0.3,-63.3765
US-2017-100482,0.2,-4.746
US-2016-148901,0.7,-7.612
CA-2016-155992,0.0,18.873
CA-2015-121552,0.0,5.4768
CA-2017-134565,0.0,1.0296
CA-2017-104885,0.0,27.2412
CA-2015-115938,0.0,69.1008
CA-2015-144806,0.2,6.723
CA-2016-141397,0.2,6.4206
CA-2015-115392,0.0,93.594
CA-2017-108000,0.0,4.89
CA-2017-101637,0.2,0.9576
US-2017-164147,0.4,-11.994
CA-2017-134565,0.2,6.6294
CA-2016-111213,0.0,18.5136
US-2015-139759,0.2,4.5882
CA-2016-124352,0.0,14.4354
CA-2017-116288,0.0,9.7176
CA-2016-145982,0.0,28.7856
CA-2017-111332,0.0,3.4827
CA-2017-111388,0.2,-2.6997
CA-2014-126361,0.0,4.264
CA-2015-129525,0.7,-116.844
CA-2017-132213,0.2,5.256
US-2016-124163,0.0,17.16
CA-2014-164742,0.0,27.0578
US-2015-164238,0.2,3.3516
CA-2014-169061,0.0,177.5889
CA-2016-111696,0.0,8.073
CA-2017-104745,0.2,4.6746
CA-2016-142594,0.3,-47.0583
CA-2016-108581,0.2,3.6288
CA-2016-136329,0.0,14.8752
US-2017-141677,0.8,-226.6368
US-2017-108343,0.0,31.2664
CA-2016-162110,0.2,3.4995
CA-2017-117870,0.4,-26.9955
CA-2016-144344,0.2,13.7862
US-2017-122637,0.8,-68.1856
CA-2014-151554,0.2,7.2576
CA-2015-120320,0.2,2.394
CA-2017-137876,0.0,14.9744
CA-2017-159464,0.0,54.6912
CA-2016-141019,0.2,29.769
CA-2014-115980,0.0,2.6814
CA-2015-113628,0.7,-3.7296
CA-2017-152310,0.0,12.2465
CA-2016-103982,0.2,0.7776
CA-2015-144386,0.2,8.8704
CA-2017-149489,0.7,-5.7638
US-2016-113649,0.2,4.4784
US-2016-131891,0.7,-1.476
CA-2017-169999,0.0,6.465
CA-2015-108665,0.0,6.7008
CA-2015-104129,0.3,-28.224
CA-2016-158155,0.2,33.93
CA-2017-167899,0.0,72.807
US-2015-138919,0.4,-103.266
US-2016-146710,0.2,1.1466
CA-2016-134789,0.0,12.7008
US-2017-135986,0.0,15.552
US-2014-117058,0.8,-30.555
CA-2016-101980,0.2,89.9548
US-2017-141943,0.0,11.58
CA-2016-147109,0.2,-6.21
US-2015-123960,0.0,16.6796
CA-2015-111780,0.0,8.073
CA-2014-167850,0.2,22.298
CA-2014-103310,0.2,125.3
CA-2016-126529,0.2,5.4432
CA-2017-128944,0.2,7.272
CA-2016-105662,0.2,19.9665
US-2015-129007,0.0,100.656
CA-2016-145177,0.2,29.302
CA-2016-150007,0.8,-3.2436
CA-2014-146969,0.0,3.1104
CA-2014-164973,0.0,129.6
CA-2016-137848,0.0,7.5992
CA-2015-137750,0.0,57.358
CA-2016-124016,0.2,7.7
